contract,found vulnerablities,code_coverage,branch_coverage
./chy_data/regen_return_vulbd/313.sol,[],55.398457583547554,68.62745098039215
./chy_data/regen_return_vulbd/237.sol,"[{""type"":""Assertion failure"",""txs"":[{""braggers(uint256)"":{""argtype"":[""uint256""],""argdata"":[""25488537598996594731213707505861755391605276301917272911194512784229470307478""]}}],""pc"":2936}]",19.72049689440994,30.666666666666664
./chy_data/regen_return_vulbd/smart_billions.sol,[],89.42398489140699,80.3030303030303
./chy_data/regen_return_vulbd/governmental_survey.sol,"[{""type"":""Block dependency "",""txs"":[{""resetInvestment()"":{""argtype"":[],""argdata"":[]}}],""pc"":344},{""type"":""Block dependency "",""txs"":[{""resetInvestment()"":{""argtype"":[],""argdata"":[]}},{""resetInvestment()"":{""argtype"":[],""argdata"":[]}},{""invest()"":{""argtype"":[],""argdata"":[]}}],""pc"":921},{""type"":""Transaction order dependency "",""txs"":[{""resetInvestment()"":{""argtype"":[],""argdata"":[]}},{""resetInvestment()"":{""argtype"":[],""argdata"":[]}},{""invest()"":{""argtype"":[],""argdata"":[]}},{""resetInvestment()"":{""argtype"":[],""argdata"":[]}},{""resetInvestment()"":{""argtype"":[],""argdata"":[]}},{""invest()"":{""argtype"":[],""argdata"":[]}},{""lastInvestor()"":{""argtype"":[],""argdata"":[]}}],""pc"":920}]",92.22689075630252,92.10526315789474
./chy_data/regen_return_vulbd/9359.sol,"[{""type"":""Assertion failure"",""txs"":[{""hasRole(address,uint8)"":{""argtype"":[""address"",""uint8""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""35""]}}],""pc"":1089},{""type"":""Assertion failure"",""txs"":[{""addAddress(address,uint8)"":{""argtype"":[""uint160"",""uint8""],""argdata"":[""1461501637330902918203684832716283019655932542975"",""21""]}}],""pc"":703},{""type"":""Arbitrary memory access"",""txs"":[{""addAddress(address,uint8)"":{""argtype"":[""uint160"",""uint8""],""argdata"":[""334427102203277170472317804872127536389624877333"",""1""]}}],""pc"":708}]",99.49622166246851,92.85714285714286
./chy_data/regen_return_vulbd/guess_the_random_number.sol,"[{""type"":""Leaking ether "",""txs"":[{""guess(uint256)"":{""argtype"":[""uint256""],""argdata"":[""63041816211932934600177660515420304281690808488745235964641849451727368013887""]}}],""pc"":285}]",99.37888198757764,92.85714285714286
./chy_data/regen_return_vulbd/124.sol,[],51.88821752265861,55.55555555555556
./chy_data/regen_return_vulbd/3711.sol,"[{""type"":""Assertion failure"",""txs"":[{""airDrop(address)"":{""argtype"":[""address""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe""]}}],""pc"":1824},{""type"":""Block dependency "",""txs"":[{""isGameActive()"":{""argtype"":[],""argdata"":[]}}],""pc"":783},{""type"":""Block dependency "",""txs"":[{""hasWinner()"":{""argtype"":[],""argdata"":[]}}],""pc"":1590},{""type"":""Block dependency "",""txs"":[{""getBlocksLeftInCurrentKick()"":{""argtype"":[],""argdata"":[]}}],""pc"":1012},{""type"":""Transaction order dependency "",""txs"":[{""pullShares(uint256)"":{""argtype"":[""uint256""],""argdata"":[""0""]}},{""pullShares(uint256)"":{""argtype"":[""uint256""],""argdata"":[""0""]}},{""withdrawShares()"":{""argtype"":[],""argdata"":[]}},{""pullShares(uint256)"":{""argtype"":[""uint256""],""argdata"":[""0""]}},{""pullShares(uint256)"":{""argtype"":[""uint256""],""argdata"":[""0""]}},{""withdrawShares()"":{""argtype"":[],""argdata"":[]}},{""pullShares(uint256)"":{""argtype"":[""uint256""],""argdata"":[""0""]}}],""pc"":962}]",80.26424442609414,87.73584905660378
./chy_data/regen_return_vulbd/2670.sol,"[{""type"":""Block dependency "",""txs"":[{""biddingClosed()"":{""argtype"":[],""argdata"":[]}}],""pc"":788},{""type"":""Transaction order dependency "",""txs"":[{""00000000"":{""argtype"":[],""argdata"":[]}},{""00000000"":{""argtype"":[],""argdata"":[]}},{""biddingEndBlock()"":{""argtype"":[],""argdata"":[]}},{""00000000"":{""argtype"":[],""argdata"":[]}},{""00000000"":{""argtype"":[],""argdata"":[]}},{""biddingEndBlock()"":{""argtype"":[],""argdata"":[]}},{""winnerWithdraw()"":{""argtype"":[],""argdata"":[]}}],""pc"":757},{""type"":""Block dependency "",""txs"":[{""winnerWithdraw()"":{""argtype"":[],""argdata"":[]}},{""winnerWithdraw()"":{""argtype"":[],""argdata"":[]}},{""bid()"":{""argtype"":[],""argdata"":[]}},{""bid()"":{""argtype"":[],""argdata"":[]}},{""ownerWithdraw()"":{""argtype"":[],""argdata"":[]}}],""pc"":760}]",86.60812294182217,89.1891891891892
./chy_data/regen_return_vulbd/738.sol,"[{""type"":""Integer overflow "",""txs"":[{""increaseApproval(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe"",""115792089237316195423570985008687907853269984665640564039457584007913129639933""]}},{""increaseApproval(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe"",""115792089237316195423570985008687907853269984665640564039457584007913129639933""]}},{""decreaseApproval(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""2""]}}],""pc"":2563},{""type"":""Integer overflow "",""txs"":[{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""81634181750140233340954962189626962159326097113184391307783369300601823438352""]}},{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""81634181750140233340954962189626962159326097113184391307783369300601823438352""]}},{""transfer(address,uint256,bytes)"":{""argtype"":[""address"",""uint256"",""bytes""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""0"",""bytearray(b'Y\\xf0\\xb3\\xa8\\xde\\x83\\xf3\\xea\\x18\\xfc\\x17gY\\xe8f\\x0c(\\xd8)\\x0f/\\xbc\\xa3\\x08\\xdd\\x86K\\xbf\\xa8\\x88\\xad5_')""]}}],""pc"":1559},{""type"":""Integer overflow "",""txs"":[{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""81634181750140233340954962189626962159326097113184391307783369300601823438352""]}},{""mint(address,uint256)"":{""argtype"":[""address"",""uint256""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""81634181750140233340954962189626962159326097113184391307783369300601823438352""]}},{""transfer(address,uint256,bytes)"":{""argtype"":[""address"",""uint256"",""bytes""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff"",""0"",""bytearray(b'Y\\xf0\\xb3\\xa8\\xde\\x83\\xf3\\xea\\x18\\xfc\\x17gY\\xe8f\\x0c(\\xd8)\\x0f/\\xbc\\xa3\\x08\\xdd\\x86K\\xbf\\xa8\\x88\\xad5_')""]}}],""pc"":1593}]",94.76025704399407,89
